"crash_unit_id","crash_record_id","crash_date","unit_no","unit_type","num_passengers","vehicle_id","cmrc_veh_i","make","model","lic_plate_state","vehicle_year","vehicle_defect","vehicle_type","vehicle_use","travel_direction","maneuver","towed_i","fire_i","occupant_cnt","exceed_speed_limit_i","towed_by","towed_to","area_00_i","area_01_i","area_02_i","area_03_i","area_04_i","area_05_i","area_06_i","area_07_i","area_08_i","area_09_i","area_10_i","area_11_i","area_12_i","area_99_i","first_contact_point","cmv_id","usdot_no","ccmc_no","ilcc_no","commercial_src","gvwr","carrier_name","carrier_state","carrier_city","hazmat_placards_i","hazmat_name","un_no","hazmat_present_i","hazmat_report_i","hazmat_report_no","mcs_report_i","mcs_report_no","hazmat_vio_cause_crash_i","mcs_vio_cause_crash_i","idot_permit_no","wide_load_i","trailer1_width","trailer2_width","trailer1_length","trailer2_length","total_vehicle_length","axle_cnt","vehicle_config","cargo_body_type","load_type","hazmat_out_of_service_i","mcs_out_of_service_i","hazmat_class"
"2065965","b7316162290105eb894631062cb367f7c6e8d351d39ae3e2dc46abd0b6fb1f9c599084cb3e794cbcc19c8a926328e8d0a80db88e42c913bb00a996681ddddea9","2025-05-19T00:16:00.000","1","DRIVER",,"1969392",,"HYUNDAI","ACCENT","IL","2015","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD","Y",,"1",,"STREETS/SAN (05CC5F)",,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065934","ef77277a67b59e00102a0c7ef9077d14ac6d2d37d54cf721b843a3981c3bd9cc8d3b373cbd02541f17418c89f9c0c21ed1368ea4a120c59c0fe9e55bd4ab9071","2025-05-19T00:01:00.000","1","DRIVER",,"1969363",,"CHEVROLET","MALIBU","IL","2004","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD","Y",,"1",,"personal",,,,,,,,,"Y","Y","Y","Y","Y",,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065935","ef77277a67b59e00102a0c7ef9077d14ac6d2d37d54cf721b843a3981c3bd9cc8d3b373cbd02541f17418c89f9c0c21ed1368ea4a120c59c0fe9e55bd4ab9071","2025-05-19T00:01:00.000","2","DRIVER",,"1969366",,"PETERBILT MOTORS COMPANY (DIVISION OF PACCAR, INC.)","OTHER (EXPLAIN IN NARRATIVE)","IL","2021","NONE","BUS UP TO 15 PASS.","COMMERCIAL - SINGLE UNIT","E","STRAIGHT AHEAD",,,"1",,,,,"Y","Y",,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065951","0eefd6ed9b394dc71227ee0d92207c488e334e4eee8adcd9e7d535fb83eb2d143bb7fd861923d01615cc77d8d195dbfb4daf28d2bbe3096d2ecf99eb4383e38b","2025-05-18T23:35:00.000","1","DRIVER","1","1969378",,"JEEP","PATRIOT","IL","2011","BRAKES","PASSENGER","PERSONAL","W","TURNING RIGHT","Y",,"2",,"city of chicago","city of chicago",,"Y","Y",,,,,,,,"Y","Y","Y",,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065952","0eefd6ed9b394dc71227ee0d92207c488e334e4eee8adcd9e7d535fb83eb2d143bb7fd861923d01615cc77d8d195dbfb4daf28d2bbe3096d2ecf99eb4383e38b","2025-05-18T23:35:00.000","2","PARKED",,"1969381",,"TOYOTA","PRIUS","IL","2014","NONE","PASSENGER","PERSONAL","S","PARKED",,,"0",,,,,,,,,,"Y","Y","Y","Y","Y","Y","Y",,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065953","0eefd6ed9b394dc71227ee0d92207c488e334e4eee8adcd9e7d535fb83eb2d143bb7fd861923d01615cc77d8d195dbfb4daf28d2bbe3096d2ecf99eb4383e38b","2025-05-18T23:35:00.000","3","PARKED",,"1969382",,"TOYOTA","CAMRY","IL","2007","NONE","PASSENGER","PERSONAL","S","PARKED",,,"0",,,,,,,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065931","804ad48f93cc635dfc31dbf2fa6406858c97894f84bbcea665d81a62863b80e3ef0bd11c0c1074e74d962fa62e7b9ee4c62e54e9ffe43731e111791fe350cb99","2025-05-18T23:35:00.000","1","DRIVER",,"1969358",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)","IL",,"UNKNOWN","MOTORCYCLE (OVER 150CC)","PERSONAL","W","PASSING/OVERTAKING",,,"1",,,,,"Y",,,,,,,,,,"Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065932","804ad48f93cc635dfc31dbf2fa6406858c97894f84bbcea665d81a62863b80e3ef0bd11c0c1074e74d962fa62e7b9ee4c62e54e9ffe43731e111791fe350cb99","2025-05-18T23:35:00.000","2","DRIVER",,"1969362",,"PREVOST CAR / BUS (SAINTE CLAIRE, QUEBEC)","OTHER (EXPLAIN IN NARRATIVE)","IL",,"NONE","BUS OVER 15 PASS.","OTHER","W","SLOW/STOP IN TRAFFIC",,,"1",,,,,,"Y",,,,,,,,,,,,"SIDE-RIGHT-FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065933","804ad48f93cc635dfc31dbf2fa6406858c97894f84bbcea665d81a62863b80e3ef0bd11c0c1074e74d962fa62e7b9ee4c62e54e9ffe43731e111791fe350cb99","2025-05-18T23:35:00.000","3","DRIVER","1","1969364",,"HYUNDAI","SONATA","IL","2014","NONE","PASSENGER","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"2",,,,,,,,,,,,,,,"Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065946","94b2df589d6239b1bd4b698ae707a8eeae9703cd32586dd22f99420c1c449dc05ae620a7a07afc966a8e092d1d51f2ce66999dc56bec204000da68df664adf99","2025-05-18T23:30:00.000","1","DRIVER",,"1969376",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","TRUCK - SINGLE UNIT","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065947","94b2df589d6239b1bd4b698ae707a8eeae9703cd32586dd22f99420c1c449dc05ae620a7a07afc966a8e092d1d51f2ce66999dc56bec204000da68df664adf99","2025-05-18T23:30:00.000","2","DRIVER","2","1969383",,"TOYOTA","CAMRY","IL","2025","UNKNOWN","PASSENGER","RIDESHARE SERVICE","E","SLOW/STOP IN TRAFFIC",,,"3",,,,,,,,,"Y","Y","Y",,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065920","ab6298e6b125ef69ed3255c76311d25a157d7540cc9c84b78ef282be15d1b441af75a66d96089e93e9d30841bfc9e2839aa1b0bf55f3a4e6440c9cd7699ee992","2025-05-18T23:29:00.000","1","DRIVER",,"1969348",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065921","ab6298e6b125ef69ed3255c76311d25a157d7540cc9c84b78ef282be15d1b441af75a66d96089e93e9d30841bfc9e2839aa1b0bf55f3a4e6440c9cd7699ee992","2025-05-18T23:29:00.000","2","PARKED",,"1969351",,"BMW","OTHER (EXPLAIN IN NARRATIVE)","IL","2015","NONE","PASSENGER","NOT IN USE","W","PARKED","Y",,"0",,"PRIVATE TOW","PRIVATE LOCATION",,"Y","Y",,,,,,,,"Y","Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065971","8ab4b391a298609ec01ad493061b9313ea97d73719810284505d414a89cb46dcbd311b1a8e69d624f2d332120fd69a08a2f93a80625bea15c3e8d01554244cdb","2025-05-18T23:28:00.000","1","DRIVER","1","1969397",,"NISSAN","ALTIMA","IL","2021","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","Y",,"2",,"ER TOWING","103 DOTY",,"Y","Y","Y",,,,,,,,"Y","Y",,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065972","8ab4b391a298609ec01ad493061b9313ea97d73719810284505d414a89cb46dcbd311b1a8e69d624f2d332120fd69a08a2f93a80625bea15c3e8d01554244cdb","2025-05-18T23:28:00.000","2","DRIVER",,"1969402",,"DODGE","CARAVAN","IL","2015","UNKNOWN","VAN/MINI-VAN","PERSONAL","E","STRAIGHT AHEAD","Y",,"1",,"ER TOWING","103 DOTY",,"Y","Y",,,,,,,,"Y","Y","Y",,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065929","f4109abb2e9310dbff7859a6dc1ffcdca65d5b430afb45484be2fa930405309adb5853a1dbe0c107a8f00d086144879aa5f6d102c0f673de26395cfdf729a3f6","2025-05-18T23:20:00.000","1","DRIVER",,"1969360","Y","UTILITY TRAILER","UTILITY TRAILER","ME","2015","NONE","TRACTOR W/ SEMI-TRAILER","COMMERCIAL - SINGLE UNIT","NE","TURNING RIGHT",,,"1",,,,"Y",,,"Y",,,,,,,,,,,"NONE","21452",,,,,,"MICHAEL BOYKO","CA","SACRAMENTO","N",,,,,,,,,,,,,,,,,,"TRACTOR/SEMI-TRAILER",,,,,
"2065930","f4109abb2e9310dbff7859a6dc1ffcdca65d5b430afb45484be2fa930405309adb5853a1dbe0c107a8f00d086144879aa5f6d102c0f673de26395cfdf729a3f6","2025-05-18T23:20:00.000","2","DRIVER","2","1969365",,"TOYOTA","PRIUS","IL","2010","NONE","PASSENGER","PERSONAL","NE","TURNING RIGHT",,,"3",,,,,,,,,,,,"Y","Y","Y",,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066408","9b0866795f56f715fa13e30136c489d7f7706ed30e6c03dd190fc141b36324f0180940c91a1f53ec09b03eac72c7c4df312da3e6ce43e5fae3d4f7a928762592","2025-05-18T23:00:00.000","1","DRIVER",,"1969829",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)","XX",,"UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","W","STRAIGHT AHEAD",,,"1",,,,,"Y","Y","Y",,,,,,,,,"Y",,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066409","9b0866795f56f715fa13e30136c489d7f7706ed30e6c03dd190fc141b36324f0180940c91a1f53ec09b03eac72c7c4df312da3e6ce43e5fae3d4f7a928762592","2025-05-18T23:00:00.000","2","PARKED",,"1969819",,"NISSAN","ROGUE","IL","2014","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","PARKED","Y",,"0",,"PRIVATE TOW","UNKNOWN",,,,,,,"Y","Y","Y",,,,,,"REAR-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065997","f0c305bc6b464b2216d3f9830ffd76c90d015ad468521c0717a46dc0d829cc744edda7cf214c3b88174186cdd6ac0840b0edc5a9c066ab9da46fd9707682802c","2025-05-18T23:00:00.000","1","DRIVER",,"1969416",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065998","f0c305bc6b464b2216d3f9830ffd76c90d015ad468521c0717a46dc0d829cc744edda7cf214c3b88174186cdd6ac0840b0edc5a9c066ab9da46fd9707682802c","2025-05-18T23:00:00.000","2","PARKED",,"1969418",,"NISSAN","ALTIMA","IL","2015","NONE","PASSENGER","PERSONAL","E","PARKED",,,"0",,,,,,,,,,,,,,"Y","Y","Y",,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066026","e3e61ec2784c0e080b756ace084351c51e1797cbfa3a2f69263fbe93c0b4b3ff960ff9fb39c21a35fa5ddb92517a602add0d6acdaf417450a64affc44ff29105","2025-05-18T22:59:00.000","1","DRIVER",,"1969454",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,"Y","Y",,"Y","FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066027","e3e61ec2784c0e080b756ace084351c51e1797cbfa3a2f69263fbe93c0b4b3ff960ff9fb39c21a35fa5ddb92517a602add0d6acdaf417450a64affc44ff29105","2025-05-18T22:59:00.000","2","DRIVERLESS",,"1969456",,"HONDA","PILOT","IL","2022","NONE","PASSENGER","NOT IN USE","E","PARKED","N",,"0",,,,,"Y","Y",,,,,,,,"Y","Y",,,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065942","fdda67b866789d8f4d14a7267d2f2659cfb862dc25383ee2b42d59f484fa963b6ea30fa8131c3769c6ad606a0e739fe02d236bdc050d5c637d96823bb9dceabc","2025-05-18T22:55:00.000","1","DRIVER",,"1969369",,"FORD","EXPLORER",,,"UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","S","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y","N","FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065943","fdda67b866789d8f4d14a7267d2f2659cfb862dc25383ee2b42d59f484fa963b6ea30fa8131c3769c6ad606a0e739fe02d236bdc050d5c637d96823bb9dceabc","2025-05-18T22:55:00.000","2","PARKED",,"1969371",,"NISSAN","ALTIMA","IL","2007","NONE","PASSENGER","PERSONAL","S","PARKED","Y",,"0",,"PRIVATE",,,"Y",,,"Y","Y","Y","Y","Y",,,"Y","Y",,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065944","fdda67b866789d8f4d14a7267d2f2659cfb862dc25383ee2b42d59f484fa963b6ea30fa8131c3769c6ad606a0e739fe02d236bdc050d5c637d96823bb9dceabc","2025-05-18T22:55:00.000","3","PARKED",,"1969372",,"HYUNDAI","SANTA FE","IL","2003","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","PARKED",,,"0",,,,,,,,,,"Y",,,,,,"Y",,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065945","fdda67b866789d8f4d14a7267d2f2659cfb862dc25383ee2b42d59f484fa963b6ea30fa8131c3769c6ad606a0e739fe02d236bdc050d5c637d96823bb9dceabc","2025-05-18T22:55:00.000","4","PARKED",,"1969373",,"VOLKSWAGEN","PASSAT","IL","2022","NONE","PASSENGER","PERSONAL","S","PARKED",,,"0",,,,,,,,,,"Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065936","485881c504385aa55fb2ef00177cf896b36f24e29d7a0233a997039fc44606d94d259f505e9537ee59aa8100460305b3ec0ffd4bd7d4a9a35912c4af4b501211","2025-05-18T22:50:00.000","1","DRIVER",,"1969367",,"FORD","F450","IL","2002","UNKNOWN","TRUCK - SINGLE UNIT","PERSONAL","E","STRAIGHT AHEAD","Y",,"1",,"city of chicago",,,"Y",,,,,,,,,,,"Y",,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065937","485881c504385aa55fb2ef00177cf896b36f24e29d7a0233a997039fc44606d94d259f505e9537ee59aa8100460305b3ec0ffd4bd7d4a9a35912c4af4b501211","2025-05-18T22:50:00.000","2","PARKED",,"1969368",,"FORD","EDGE","IL","2011","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","NOT IN USE","E","PARKED","Y",,"0",,,,,"Y",,,,,,"Y","Y","Y","Y","Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065918","e3315fd50f7e2ea08734c2b10d3c91156c29c5b8b7a3acc0937fdb0bb7ec60d2ed83c82bbe5c6689804379c3e0211fefc3d1bed4660abb16c0046c4e26e95a02","2025-05-18T22:46:00.000","1","DRIVER",,"1969346",,"TOYOTA","CAMRY","IL","2018","NONE","PASSENGER","PERSONAL","W","BACKING",,,"1",,,,,,,,,"Y",,,,,,,,,"REAR-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065919","e3315fd50f7e2ea08734c2b10d3c91156c29c5b8b7a3acc0937fdb0bb7ec60d2ed83c82bbe5c6689804379c3e0211fefc3d1bed4660abb16c0046c4e26e95a02","2025-05-18T22:46:00.000","2","DRIVER",,"1969350",,"CHEVROLET","EQUINOX","IL","2020","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,"Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065906","fc969024a93947ec9e9d20f365b6f2620f9d9a22f200f035b8da4d48802883ecb507bde891e5a74b4cf2590dc94567912b5d0ded408224859f4036fd345f3178","2025-05-18T22:40:00.000","1","DRIVER",,"1969331",,"BUICK","LACROSSE","IL","2011","UNKNOWN","PASSENGER","PERSONAL","S","AVOIDING VEHICLES/OBJECTS","Y",,"1",,,,,"Y","Y",,,,,,,,,,"Y",,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065907","fc969024a93947ec9e9d20f365b6f2620f9d9a22f200f035b8da4d48802883ecb507bde891e5a74b4cf2590dc94567912b5d0ded408224859f4036fd345f3178","2025-05-18T22:40:00.000","2","PARKED",,"1969335",,"FORD","EXPLORER",,"2013","UNKNOWN","PASSENGER","PERSONAL","S","PARKED",,,"0",,,,,,,,,,"Y","Y",,,,,,,"REAR-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066268","0535fa11da82d97f2f98541e90f5a89770a0786cc6b9b6db22c8c7f3b3f62a7cfe86790c625ff5053237e55ac981c8d5830b178184eaf1db80fee1bcad7ffee1","2025-05-18T22:30:00.000","1","DRIVER",,"1969681",,"UNKNOWN","MOTORIZED",,,"UNKNOWN","PASSENGER","UNKNOWN/NA","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066269","0535fa11da82d97f2f98541e90f5a89770a0786cc6b9b6db22c8c7f3b3f62a7cfe86790c625ff5053237e55ac981c8d5830b178184eaf1db80fee1bcad7ffee1","2025-05-18T22:30:00.000","2","DRIVER","1","1969686",,"MAZDA","MX-6","IL","2007","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"2",,,,,,,,,,"Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065910","3e0953f1a3b198865428abc2d76213b7df388f42482d849b15a63a8b198d84872f704a28fb27c90f7a6d2dba76fe916706a33a78b730766512af06167e49fe8f","2025-05-18T22:23:00.000","1","DRIVER",,"1969337",,"UNKNOWN","MOTORIZED",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","S","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065911","3e0953f1a3b198865428abc2d76213b7df388f42482d849b15a63a8b198d84872f704a28fb27c90f7a6d2dba76fe916706a33a78b730766512af06167e49fe8f","2025-05-18T22:23:00.000","2","PARKED",,"1969340",,"CHEVROLET","BLAZER","IL","2023","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","PARKED","Y",,"0",,"STATE FARM",,,,,,,"Y","Y","Y",,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065904","d73b3df67769b0d2d07e35faf91f34695029b64edaa89f10afb7359d0eaf8efdadd3352da38f65439b8d7acd3bbb469e9384d60057844fae976b481cf0094710","2025-05-18T22:19:00.000","1","DRIVER",,"1969326",,"BMW","X3","IL","2022","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065905","d73b3df67769b0d2d07e35faf91f34695029b64edaa89f10afb7359d0eaf8efdadd3352da38f65439b8d7acd3bbb469e9384d60057844fae976b481cf0094710","2025-05-18T22:19:00.000","2","DRIVER",,"1969328",,"FORD","FOCUS","IL","2012","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065924","5518e032657675c39fe535ede1578bf87459266151fc47c717db87221c15b54da26aceac82c0e007095d705f74b2a1491af4b1ce376126b3bc67f2bb085b2b35","2025-05-18T22:17:00.000","1","DRIVER",,"1969352",,"LEXUS","RX","IL","2000","NONE","PASSENGER","UNKNOWN/NA","E","TURNING LEFT",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065925","5518e032657675c39fe535ede1578bf87459266151fc47c717db87221c15b54da26aceac82c0e007095d705f74b2a1491af4b1ce376126b3bc67f2bb085b2b35","2025-05-18T22:17:00.000","2","DRIVER",,"1969355",,"TOYOTA","PRIUS","IL","2007","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,"Y","Y","Y","Y",,,,,,,,,,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065903","12eca0c5810259e41810854c4488b962c444d29d2adf488167914ee6407947b4794dd899b694cdc4ead631218122de87cd7328f4ea163d347db8869e255777d4","2025-05-18T22:11:00.000","1","DRIVER",,"1969327",,"TESLA","MODEL X","IL","2020","BRAKES","PASSENGER","PERSONAL","N","STRAIGHT AHEAD","Y",,"1",,"PRIVATE TOW","UNK",,"Y","Y","N",,,,,,"N","Y","Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065895","4f53647fd42a20d20c6355eb46e9c49eacc1b4e8458b02e4423ca22599d7c2634dd67ee08a0b1e1ffa40fbb3ee67f5254c1a12dac967f7ad5e28fcbae1f84b8d","2025-05-18T22:10:00.000","1","DRIVER",,"1969320",,"CHEVROLET","TRUCK",,,"UNKNOWN","PICKUP","OTHER","E","STRAIGHT AHEAD",,,"1",,,,,"Y","Y",,,,,,,"Y","Y","Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065896","4f53647fd42a20d20c6355eb46e9c49eacc1b4e8458b02e4423ca22599d7c2634dd67ee08a0b1e1ffa40fbb3ee67f5254c1a12dac967f7ad5e28fcbae1f84b8d","2025-05-18T22:10:00.000","2","DRIVER",,"1969323",,"TOYOTA","CAMRY",,"2013","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,"Y","Y","Y",,"Y","Y","Y",,,,"Y","Y",,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065926","47d4509aefac7f5e2f6b0dc7fadd13c5c20c5f0ec5f5244ecebbdc287226665471a1edc337ca42cd04764c3dd5fa54a05203f6a284bcee9376406b03be503d70","2025-05-18T22:00:00.000","1","DRIVER",,"1969356",,"CHRYSLER","PACIFICA","IL","2022","NONE","PASSENGER","PERSONAL","N","TURNING LEFT",,,"1",,,,,"Y","Y",,,,,,,,,"Y","Y",,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065927","47d4509aefac7f5e2f6b0dc7fadd13c5c20c5f0ec5f5244ecebbdc287226665471a1edc337ca42cd04764c3dd5fa54a05203f6a284bcee9376406b03be503d70","2025-05-18T22:00:00.000","2","DRIVER",,"1969361",,"HYUNDAI","SONATA","IL","2016","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","Y",,"1",,"OWNER'S COMPANY","UNK",,"Y",,,,,,,,"Y","Y","Y","Y",,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066476","61d6d537592ccab3632f6a3645f763cf3d46771e0950e0c397f6f5fb0201f9b26b2200e8e0e96b42e3ce28356aec6e4730437f14b5ee16db5ecb8629982c73e1","2025-05-18T22:00:00.000","1","DRIVER",,"1969880",,"JEEP","WRANGLER","IL","2019","UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066477","61d6d537592ccab3632f6a3645f763cf3d46771e0950e0c397f6f5fb0201f9b26b2200e8e0e96b42e3ce28356aec6e4730437f14b5ee16db5ecb8629982c73e1","2025-05-18T22:00:00.000","2","DRIVER",,"1969888",,"ACURA","TLX","IL","2015","UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065912","5247833c201a7e01dfb6ab29e376ccf004d240e46931886006680eea58e153c318c49fbc49bc2d099a8e54f2d819c5efad7025e6b876498601acf38ca36bc349","2025-05-18T21:57:00.000","1","DRIVER",,"1969343",,"HYUNDAI","VERACRUZ","IL","2008","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065913","5247833c201a7e01dfb6ab29e376ccf004d240e46931886006680eea58e153c318c49fbc49bc2d099a8e54f2d819c5efad7025e6b876498601acf38ca36bc349","2025-05-18T21:57:00.000","2","PARKED",,"1969344",,"VOLKSWAGEN","JETTA","MN","2019","UNKNOWN","PASSENGER","UNKNOWN/NA","N","PARKED IN TRAFFIC LANE",,,"0",,,,,,,,,,,"N","Y","Y","Y","N",,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065914","5247833c201a7e01dfb6ab29e376ccf004d240e46931886006680eea58e153c318c49fbc49bc2d099a8e54f2d819c5efad7025e6b876498601acf38ca36bc349","2025-05-18T21:57:00.000","3","PARKED",,"1969354",,"TOYOTA","TACOMA","IL","2001","NONE","PICKUP","PERSONAL","N","PARKED IN TRAFFIC LANE",,,"0",,,,,,,,,,,"Y","Y",,,,,,"SIDE-LEFT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2065915","5247833c201a7e01dfb6ab29e376ccf004d240e46931886006680eea58e153c318c49fbc49bc2d099a8e54f2d819c5efad7025e6b876498601acf38ca36bc349","2025-05-18T21:57:00.000","4","PARKED",,"1969349",,"LEXUS","RX","IL","2019","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","N","PARKED",,,"0",,,,,,,,,,,,"Y","Y","Y",,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
